OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV18241,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria adasa
ASV18247,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra sp. 26 LG-2014
ASV18251,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia subcommutata
ASV18253,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages tenuiremis
ASV18256,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp. CCMP425
ASV18264,Eukaryota,Unidentified,Dictyochophyceae,Florenciellales,Unidentified,Florenciella,Florenciella parvula
ASV18265,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia hasleana
ASV18267,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Phytopythium,Phytopythium vexans
ASV18268,Eukaryota,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,Mastophoropsis,Mastophoropsis canaliculata
ASV18269,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia cuspidata
ASV1827,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV18270,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora cardamines-enneaphyllos
ASV18271,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Phytopythium,Phytopythium mercuriale
ASV18274,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Unidentified,Starmerella,Starmerella bacillaris
ASV18275,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis maritima
ASV18276,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia pseudodelicatissima
ASV1828,Eukaryota,Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,Loligo reynaudii
ASV18281,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum
ASV18284,Eukaryota,Mollusca,Gastropoda,Trochida,Trochidae,Monodonta,Monodonta labio
ASV18287,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV1829,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV18292,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV18295,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella sp. ArM0029B
ASV183,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera expectata
ASV18300,Eukaryota,Unidentified,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Thoracosphaera,Thoracosphaera heimii
ASV18301,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum lindemuthianum
ASV18307,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV18308,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Naticarius,Naticarius onca cryptic species complex sp. 2
ASV18309,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Plectropomus,Plectropomus areolatus
ASV1831,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Pristidae,Anoxypristis,Anoxypristis cuspidata
ASV18311,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella sp. ArM0029B
ASV18313,Eukaryota,Cryptophyta,Unidentified,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta
ASV18314,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Brevilegnia,Brevilegnia macrospora
ASV18315,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytella,Mytella charruana
ASV18317,Eukaryota,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia sp. 3 MSK-2013
ASV1832,Eukaryota,Unidentified,Phaeophyceae,Cutleriales,Cutleriaceae,Cutleria,Cutleria multifida
ASV18320,Eukaryota,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis platydactylus
ASV18322,Eukaryota,Chordata,Actinopteri,Clupeiformes,Dussumieriidae,Dussumieria,Dussumieria elopsoides
ASV18325,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV18328,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV18329,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV1833,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,Cephalopholis cyanostigma
ASV18330,Eukaryota,Arthropoda,Malacostraca,Decapoda,Unidentified,Unidentified,Brachyura sp. LPdivOTU9
ASV18332,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tineidae,Erechthias,Erechthias sp. KLM Lep 03164
ASV18333,Eukaryota,Unidentified,Unidentified,Unidentified,Apusomonadidae,Thecamonas,Thecamonas trahens
ASV18337,Eukaryota,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,Crassostrea iredalei
ASV18339,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. UK
ASV18341,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia haitanensis
ASV18347,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia hasleana
ASV1835,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia haitanensis
ASV18354,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV18359,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora sojina
ASV1836,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV18363,Eukaryota,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,Moina sp. ARRV-2013
ASV18364,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Clathriidae,Ophlitaspongia,Ophlitaspongia papilla
ASV18366,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. BO-2009
ASV18367,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV18369,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces gilchristii
ASV18370,Eukaryota,Nematoda,Chromadorea,Rhabditida,Strongyloididae,Strongyloides,Strongyloides fuelleborni
ASV18372,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula ramosissima
ASV18374,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Chaetomellaceae,Synchaetomella,Synchaetomella acerina
ASV18375,Eukaryota,Mollusca,Gastropoda,Unidentified,Planorbidae,Bulinus,Bulinus truncatus
ASV18376,Eukaryota,Arthropoda,Insecta,Hymenoptera,Chrysididae,Pseudomalus,Pseudomalus sp. BOLD-2016
ASV18378,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Sapphirinidae,Copilia,Copilia mirabilis
ASV1838,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV18380,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Galeocerdo,Galeocerdo cuvier
ASV18382,Eukaryota,Arthropoda,Insecta,Hymenoptera,Eucharitidae,Kapala,Kapala nr. sulcifacies D1140
ASV18386,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sp.
ASV18387,Eukaryota,Arthropoda,Arachnida,Scorpiones,Bothriuridae,Brachistosternus,Brachistosternus angustimanus
ASV1839,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia longissima
ASV18390,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV18401,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV18408,Eukaryota,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,Proasellus anophtalmus
ASV18409,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV18417,Eukaryota,Rotifera,Monogononta,Ploima,Brachionidae,Plationus,Plationus patulus
ASV1842,Eukaryota,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes,Xylophanes zurcheri
ASV18422,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV18425,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Conticribra,Conticribra weissflogii
ASV18426,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix tenuilepis
ASV18429,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora chrysanthemi
ASV1843,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV18430,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. SL32
ASV18431,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Marrus,Marrus sp. 2 BO-2009
ASV18432,Eukaryota,Arthropoda,Malacostraca,Decapoda,Majidae,Menaethius,Menaethius monoceros
ASV18434,Eukaryota,Arthropoda,Insecta,Hymenoptera,Apidae,Exaerete,Exaerete trochanterica
ASV18435,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Calonectria colhounii
ASV18437,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium nonalfalfae
ASV18438,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
ASV18441,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,Sarsia princeps
ASV18443,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
ASV18444,Eukaryota,Cryptophyta,Unidentified,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta
ASV18446,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces laevis
ASV18447,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria ditissima
ASV1845,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV18452,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gamsii
ASV18453,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. BO-2009
ASV18455,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S052
ASV18456,Eukaryota,Unidentified,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505
ASV18458,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Calonectria colhounii
ASV18460,Eukaryota,Unidentified,Unidentified,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba comandoni
ASV18461,Eukaryota,Rotifera,Bdelloidea,Unidentified,Unidentified,Rotaria,Rotaria rotatoria
ASV18464,Eukaryota,Unidentified,Unidentified,Himatismenida,Unidentified,Parvamoeba,Parvamoeba rugata
ASV18466,Eukaryota,Unidentified,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo
ASV18467,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV18471,Eukaryota,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina,Echinolittorina vidua
ASV18478,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Pholetesor,Pholetesor sp. BIOUG<CAN> ASGLE2-0277
ASV18480,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata
ASV18481,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Salispina,Salispina spinosa
ASV18482,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV18483,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
ASV18487,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Rhytididae,Natalina,Natalina cafra
ASV18489,Eukaryota,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,Blastocladiella,Blastocladiella emersonii
ASV1849,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV18491,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Nemopsis,Nemopsis bachei
ASV185,Eukaryota,Arthropoda,Insecta,Coleoptera,Curculionidae,Euwallacea,Euwallacea andamanensis
ASV18500,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,Nineta,Nineta inpunctata
ASV18501,Eukaryota,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon suttkusi
ASV18507,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV18509,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
ASV1851,Eukaryota,Unidentified,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium cf. depressum
ASV18512,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Unidentified,Braconidae sp. INDOBIOSYS-CCDB26089-F08
ASV18513,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Paranaitis,Paranaitis wahlbergi
ASV18516,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides
ASV18517,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis
ASV18519,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea crucigera
ASV1852,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV18521,Eukaryota,Ascomycota,Leotiomycetes,Unidentified,Unidentified,Leohumicola,Leohumicola lenta
ASV18527,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia viridiformis
ASV18528,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos
ASV18529,Eukaryota,Arthropoda,Insecta,Diptera,Dolichopodidae,Sympycnus,Sympycnus lineatus
ASV1853,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Lithodesmium,Lithodesmium variabile
ASV18535,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema pseudocostatum
ASV18539,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV18541,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV18543,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV18552,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea sp. ZX JRH-2014
ASV18556,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV18557,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia pseudovillum
ASV18558,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV18560,Eukaryota,Unidentified,Dictyochophyceae,Florenciellales,Unidentified,Florenciella,Florenciella parvula
ASV18562,Eukaryota,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Clostera inornata
ASV18565,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona attenuata
ASV18567,Eukaryota,Unidentified,Unidentified,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.
ASV18569,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Unidentified,Balanidae sp. 142758A
ASV18571,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium sp. RS-24
ASV18573,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV18581,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis guyunusae
ASV18584,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis
ASV18589,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Nannochloris,Nannochloris sp. MBTD-CMFRI-S048
ASV186,Eukaryota,Cnidaria,Anthozoa,Actiniaria,Boloceroididae,Bunodeopsis,Bunodeopsis medusoides
ASV18601,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma ferruginea
ASV18603,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. 'lagoariana'
ASV18606,Eukaryota,Unidentified,Unidentified,Bicosoecida,Cafeteriaceae,Cafeteria,Cafeteria roenbergensis
ASV18609,Eukaryota,Unidentified,Raphidophyceae,Unidentified,Unidentified,Haramonas,Haramonas dimorpha
ASV18611,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella sp. ArM0029B
ASV18613,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria veuillotiana
ASV18614,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema costatum
ASV18618,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera kereti
ASV1862,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV18623,Eukaryota,Chordata,Actinopteri,Pempheriformes,Glaucosomatidae,Glaucosoma,Glaucosoma scapulare
ASV18624,Eukaryota,Mollusca,Bivalvia,Veneroida,Solenidae,Solen,Solen regularis
ASV18625,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Acrotylaceae,Acrotylus,Acrotylus australis
ASV18627,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus sp. TE11
ASV1863,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 14 AP-2014
ASV18631,Eukaryota,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium scitamineum
ASV18635,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera bacillipedes
ASV18638,Eukaryota,Arthropoda,Insecta,Diptera,Cecidomyiidae,Unidentified,Cecidomyiidae sp. BARS_2016_26_102
ASV18639,Eukaryota,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,Pedinomonas minor
ASV18642,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Nannochloris,Nannochloris sp. MBTD-CMFRI-S048
ASV18645,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Acrotylaceae,Acrotylus,Acrotylus australis
ASV18647,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria rugosa
ASV18649,Eukaryota,Arthropoda,Insecta,Coleoptera,Corylophidae,Sericoderus,Sericoderus lateralis
ASV18651,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Malagazziidae,Malagazzia,Malagazzia carolinae
ASV18656,Eukaryota,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Unidentified,Pteromalidae sp. BOLD:AAN8147
ASV18657,Eukaryota,Unidentified,Unidentified,Unidentified,Paramoebidae,Paramoeba,Paramoeba pemaquidensis
ASV18658,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV1866,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV18665,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium catenatum
ASV18667,Eukaryota,Unidentified,Chlorarachniophyceae,Unidentified,Unidentified,Chlorarachnion,Chlorarachnion reptans
ASV18669,Eukaryota,Arthropoda,Arachnida,Opiliones,Pettalidae,Rakaia,Rakaia antipodiana
ASV1867,Eukaryota,Mollusca,Gastropoda,Unidentified,Planorbidae,Bulinus,Bulinus globosus
ASV18671,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,Halopsis,Halopsis ocellata
ASV18673,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera
ASV18676,Eukaryota,Arthropoda,Arachnida,Araneae,Gnaphosidae,Hemicloea,Hemicloea sp. CG206
ASV18683,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Calonectria colhounii
ASV18684,Eukaryota,Mollusca,Gastropoda,Unidentified,Planorbidae,Bulinus,Bulinus forskalii
ASV18686,Eukaryota,Mollusca,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Pisidium supinum
ASV1869,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Nais,Nais sp. KSCLC013-09
ASV18690,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Nannochloris,Nannochloris sp. MBTD-CMFRI-S048
ASV18694,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera
ASV187,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Protoachlya,Protoachlya paradoxa
ASV18700,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19
ASV18703,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Berkeleya,Berkeleya fennica
ASV18704,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium biforme
ASV18707,Eukaryota,Unidentified,Dictyochophyceae,Pedinellales,Unidentified,Pseudopedinella,Pseudopedinella elastica
ASV18708,Eukaryota,Arthropoda,Arachnida,Araneae,Eresidae,Stegodyphus,Stegodyphus sp. HMW-2012
ASV1871,Eukaryota,Chordata,Unidentified,Squamata,Agamidae,Bronchocela,Bronchocela cf. cristatella
ASV18710,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV18715,Eukaryota,Unidentified,Haptophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina sp. NIES-1333
ASV18718,Eukaryota,Porifera,Demospongiae,Dendroceratida,Halisarcidae,Halisarca,Halisarca desqueyrouxae
ASV18719,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. LS-2018a
ASV1872,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV18727,Eukaryota,Unidentified,Chlorarachniophyceae,Unidentified,Unidentified,Bigelowiella,Bigelowiella natans
ASV18730,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Nannochloris,Nannochloris sp. MBTD-CMFRI-S048
